title,date,body,label,link
"Makluman: Pengujian Siren Sistem Amaran Awal Tsunami Malaysia (SAATNM) di Lutong, Miri, Sarawak dan Masjid Kg. Tinosa 2, Sandakan, Sabah Pada 24 September 2025",23/9/2025,"Menurut Jabatan Meteorologi Malaysia (MET): Dimaklumkan bahawa MET Malaysia akan melaksanakan pengujian siren Sistem Amaran Awal Tsunami Malaysia (SAATNM) pada 24/09/2025 (Rabu) di Lutong, Miri, Sarawak (9.00 pagi – 11.00 pagi), Masjid Kg. Tinosa 2, Sandakan, Sabah (10.00 pagi – 12.00 tengah hari)",Real,https://sebenarnya.my/makluman-pengujian-siren-sistem-amaran-awal-tsunami-malaysia-saatnm-di-lutong-miri-sarawak-dan-masjid-kg-tinosa-2-sandakan-sabah-pada-24-september-2025
Makluman: JPN Tawar Penukaran Cip MyKad Rosak Secara Percuma Demi Kelancaran Akses Subsidi BUDI95 Mulai 23 September 2025,22/9/2025,"Menurut kenyataan media Kementerian Dalam Negeri (KDN): Seiring dengan pengumuman YAB Perdana Menteri hari ini mengenai pelaksanaan inisiatif BUD195 buat rakyat Malaysia, Kementerian Dalam Negeri (KDN) melalui Jabatan Pendaftaran Negara (JPN) akan memberi kemudahan penukaran cip MyKad rosak secara percuma bermula 23 September 2025 hingga 7 Oktober 2025. Penukaran cip MyKad yang rosak secara percuma ini boleh dibuat di mana-mana kaunter dan pejabat JPN seluruh negara.",Real,https://sebenarnya.my/makluman-jpn-tawar-penukaran-cip-mykad-rosak-secara-percuma-demi-kelancaran-akses-subsidi-budi95-mulai-23-september-2025
Makluman: Pelaksanaan Sistem NIISe Secara Percubaan dan Berperingkat di Lokasi Terpilih Mulai 22 September 2025,22/9/2025,Menurut Kementerian Dalam Negeri (KDN): Pelaksanaan Sistem Imigresen Bersepadu Nasional (NIISe) kini berjalan secara percubaan di lokasi terpilih bermula pada 22 September 2025 hingga 28 Februari 2026.,Real,https://sebenarnya.my/makluman-pelaksanaan-sistem-niise-secara-percubaan-dan-berperingkat-di-lokasi-terpilih-mulai-22-september-2025
Waspada Taktik Penipuan Yang Menyamar Sebagai Pekerja TNB,21/9/2025,"Menurut Tenaga Nasional Berhad (TNB): TNB mengambil maklum akan laporan orang awam berhubung insiden di Kampung Johan Setia, melibatkan individu tidak dikenali yang menyamar sebagai warga kerja TNB. Individu berkenaan dilaporkan menuntut bayaran tunai bagi mengelakkan pemotongan meter akibat tunggakan.",Real,https://sebenarnya.my/waspada-taktik-penipuan-yang-menyamar-sebagai-pekerja-tnb
Waspada Angin Baratan Kencang Dijangka Bertiup di Rantau Negara Bermula Pada 22 hingga 25 September 2025,19/9/2025,"Menurut Jabatan Meteorologi Malaysia (MET): Analisis terhadap model-model ramalan cuaca terkini, angin baratan kencang dijangka bertiup di rantau negara bermula pada 22 hingga 25 September 2025. Keadaan ini berpotensi menyebabkan pembentukan fenomena garis badai yang membawa bersama hujan lebat dan angin kencang berlaku terutama di utara Sarawak, barat Sabah serta WP Labuan dalam tempoh tersebut.",Real,https://sebenarnya.my/waspada-angin-baratan-kencang-dijangka-bertiup-di-rantau-negara-bermula-pada-22-hingga-25-september-2025
Tiada Subsidi Panel Solar Diperkenalkan Kerajaan,18/9/2025,SEBENARNYA: Menurut Kementerian Peralihan Tenaga dan Transformasi Air (PETRA): Artikel yang mendakwa Kerajaan memberi subsidi panel solar kepada orang awam melalui inisiatif Geran Tenaga Hijau 2025 (The Green Energy Grant 2025) adalah tidak benar.,Fake,https://sebenarnya.my/tiada-subsidi-panel-solar-diperkenalkan-kerajaan
Penjelasan Berhubung Insiden Kakitangan SESB Dihanyutkan Arus Deras di Keningau,17/9/2025,"Menurut kenyataan media Sabah Electricity Sdn. Bhd. (SESB): SESB mengesahkan bahawa salah seorang kakitangan SESB telah terlibat dalam satu insiden di lapangan pada 16 September 2025. Difahamkan, mangsa dipercayai telah dihanyutkan arus deras ketika melaksanakan tugasan operasi.",Real,https://sebenarnya.my/penjelasan-berhubung-insiden-kakitangan-sesb-dihanyutkan-arus-deras-di-keningau
"Waspada Penumpuan Angin Dijangka Berlanjutan di Barat Sabah, Wilayah Persekutuan Labuan serta Tengah dan Utara Sarawak sehingga 16 September 2025",13/9/2025,"Menurut Jabatan Meteorologi Malaysia (MET): Analisis terhadap model-model ramalan cuaca terkini menunjukkan penumpuan angin dijangka berlanjutan di barat Sabah, Wilayah Persekutuan Labuan serta tengah dan utara Sarawak sehingga 16 September 2025. Keadaan ini berpotensi menghasilkan ribut petir berserta hujan lebat dalam jangka masa yang lebih panjang di kawasan berkenaan dalam tempoh tersebut.",Real,https://sebenarnya.my/waspada-penumpuan-angin-dijangka-berlanjutan-di-barat-sabah-wilayah-persekutuan-labuan-serta-tengah-dan-utara-sarawak-sehingga-16-september-2025
"Makluman: Pengukuhan Kawalan Sekuriti di Pelabuhan Bintulu, Sarawak",10/9/2025,"Menurut kenyataan Jabatan Laut Malaysia (JLM): Berdasarkan kuasa yang diperuntukkan dibawah Seksyen 249D(1) dan Seksyen 249D(2)(d), Akta Perkapalan Saudagar (Kod Antarabangsa bagi Keselamatan Kapal dan Kemudahan Pelabuhan) 2007 [Akta 1316], dibaca bersama Peraturan 6(1), Peraturan-Peraturan Perkapalan Saudagar (Kod Antarabangsa bagi Keselamatan Kapal dan Kemudahan Pelabuhan) 2007, Ketua Pengarah, Jabatan Laut Malaysia (JLM) selaku Designated Authority (DA) dengan ini mengisytiharkan Tahap Sekuriti 1 (Tahap Langkah Keselamatan 2 (Security Level 1 (Security Measures Level 2)) bagi Terminal Liquefied Natural Gas (LNG), Pelabuhan Bintulu, Sarawak berkuat kuasa serta-merta.",Real,https://sebenarnya.my/makluman-pengukuhan-kawalan-sekuriti-di-pelabuhan-bintulu-sarawak
"Makluman: Langkah Proaktif untuk Jamin Keselamatan Fasiliti LNG di Bintulu, Sarawak",8/9/2025,"Menurut kenyataan media Majlis Keselamatan Negara (MKN): MKN telah menerima pemakluman berhubung ancaman keselamatan terhadap fasiliti-fasiliti Liquefied Natural Gas (LNG) di dalam negara, khususnya di Bintulu, Sarawak.",Real,https://sebenarnya.my/makluman-langkah-proaktif-untuk-jamin-keselamatan-fasiliti-lng-di-bintulu-sarawak
Sebaran Maklumat Berkaitan Produk Alkohol Termasuk Barangan Bantuan SARA Adalah Tidak Benar,4/9/2025,SEBENARNYA: Menurut Kenyataan Kementerian Kewangan (MOF):Berhati-hati dengan mesej palsu yang tular di media sosial berhubung Sumbangan Asas Rahmah (SARA). Jangan mudah terpedaya!,Fake,https://sebenarnya.my/sebaran-maklumat-berkaitan-produk-alkohol-termasuk-barangan-bantuan-sara-adalah-tidak-benar
Makluman: Penebusan Baucar Perlindungan Tenang 3.0 (PTV3.0),3/9/2025,"Menurut kenyataan Kementerian Kewangan (MOF): Bermula 1 September 2025, penerima Sumbangan Tunai Rahmah (STR) boleh mula menebus baucar PTV3.0. Setiap penerima layak menebus baucar bernilai RM30 yang disubsidi oleh kerajaan.",Real,https://sebenarnya.my/makluman-penebusan-baucar-perlindungan-tenang-3-0-ptv3-0
Waspada Taktik Penipuan yang Menjana Video AI Dengan Menggunakan Wajah dan Suara MB Perak,2/9/2025,Menurut Menteri Besar Perak (MB Perak): MB Perak telah menerima banyak aduan mengenai ada pihak yang menggunakan gambar dan suaranya melalui teknologi AI untuk cipta akaun TikTok palsu.,Real,https://sebenarnya.my/waspada-taktik-penipuan-yang-menjana-video-ai-dengan-menggunakan-wajah-dan-suara-mb-perak
Penjelasan Masalah Teknikal Sistem Terminal MyKasih Pada Hari Pertama Penyaluran Penghargaan SARA,31/8/2025,Menurut Kenyataan Kementerian Kewangan (MOF): Pihak Kementerian Kewangan dan MyKasih memohon maaf atas segala kesulitan yang dialami para pengguna Penghargaan Sumbangan Asas Rahmah (SARA) pada 31 Ogos 2025.,Real,https://sebenarnya.my/penjelasan-masalah-teknikal-sistem-terminal-mykasih-pada-hari-pertama-penyaluran-penghargaan-sara
Waspada Penumpuan Angin Barat Bertiup di Rantau Negara Dijangka Bertambah Kencang Pada 29 Ogos hingga 1 September 2025,28/8/2025,Menurut Jabatan Meteorologi Malaysia (MET): Analisis terhadap model-model ramalan cuaca terkini menunjukkan angin barat yang sedang bertiup di rantau negara dijangka bertambah kencang bermula pada 29 Ogos hingga 1 September 2025.,Real,https://sebenarnya.my/waspada-penumpuan-angin-barat-bertiup-di-rantau-negara-dijangka-bertambah-kencang-pada-29-ogos-hingga-1-september-2025
Makluman: Laluan Ke Arah Gua Musang Ditutup Sepenuhnya Berikutan Insiden Lubang Benam (Sinkhole) di Jalan Lojing-Gua Musang (FT185),28/8/2025,"Menurut Jabatan Kerja Raya (JKR) Gua Musang Kelantan: Sebuah lubang benam (sinkhole) dilaporkan berlaku di Jalan Lojing-Gua Musang (FT185) berhampiran Kampung Jekjok, pada 7 Ogos lepas.",Real,https://sebenarnya.my/makluman-laluan-ke-arah-gua-musang-ditutup-sepenuhnya-berikutan-insiden-lubang-benam-sinkhole-di-jalan-lojing-gua-musang-ft185
Waspada Taktik Penipuan Menyalahgunakan Nama & Logo KTMB dengan Tawaran Cenderahati Sempena Hari Kebangsaan,27/8/2025,Menurut Keretapi Tanah Melayu Berhad (KTMB): KTMB ingin menegaskan bahawa KTMB TIDAK menawarkan sebarang cenderahati ( gift ) sempena sambutan Hari Kebangsaan (Merdeka).,Real,https://sebenarnya.my/waspada-taktik-penipuan-menyalahgunakan-nama-logo-ktmb-dengan-tawaran-cenderahati-sempena-hari-kebangsaan
Waspada Sebaran Mesej Mengandungi Pautan Palsu Berkaitan Bantuan Subsidi RON 95,27/8/2025,Menurut Kementerian Kewangan (MOF): Hebahan mesej Bantuan Subsidi RON95 yang tular adalah palsu.,Fake,https://sebenarnya.my/waspada-sebaran-mesej-mengandungi-pautan-palsu-berkaitan-bantuan-subsidi-ron-95
Waspada Taktik Penipuan yang Menyamar Sebagai Pegawai Kumpulan Wang Simpanan Pekerja(KWSP) & Menawarkan Perkhidmatan Pengeluaran,26/8/2025,Menurut Kumpulan Wang Simpanan Pekerja (KWSP): Penipu (scammer) sering menyamar sebagai pegawai KWSP dan mengenakan caj perkhidmatan untuk pengeluaran palsu.,Real,https://sebenarnya.my/waspada-taktik-penipuan-yang-menyamar-sebagai-pegawai-kumpulan-wang-simpanan-pekerja-kwsp-menawarkan-perkhidmatan-pengeluaran
"Makluman: Penutupan Penuh Sementara Lebuhraya WCE di Kedua-dua Arah pada 26 Ogos 2025, dari 10:00 Hingga 10:20 Pagi",25/8/2025,"Menurut Tenaga Nasional Berhad CareLine (TNB): Bagi kerja-kerja merentang alian kabel TNB, akan berlangsung penutupan penuh sementara di kedua-dua arah laluan Lebuhraya West Coast Expressway (WCE).",Real,https://sebenarnya.my/makluman-penutupan-penuh-sementara-lebuhraya-wce-di-kedua-dua-arah-pada-26-ogos-2025-dari-1000-hingga-1020-pagi
"Makluman: Gempa Bumi Lemah di Segamat, Johor",24/8/2025,"Menurut Jabatan Meteorologi Malaysia (MET Malaysia): Gempa bumi lemah telah berlaku di Johor, Malaysia pada jam 6:13 pagi, 24 Ogos 2025.",Real,https://sebenarnya.my/makluman-gempa-bumi-lemah-di-segamat-johor
"Makluman: Penutupan Jalan di Persiaran Perdana, Presint 3 Sempena Latihan Persembahan Hari Kebangsaan 2025 Bermula 21 hingga 25 Ogos 2025",20/8/2025,"Menurut Perbadanan Putrajaya: Dimaklumkan bahawa latihan persembahan sempena Hari Kebangsaan 2025 akan dilaksanakan di Persiaran Perdana, Presint 3 bermula 21 Ogos 2025 (Khamis) sehingga 25 Ogos 2025 (Isnin) melibatkan persimpangan Jalan Pembangunan ke persimpangan Jalan Kemerdekaan, Presint 3.",Real,https://sebenarnya.my/makluman-penutupan-jalan-di-persiaran-perdana-presint-3-sempena-latihan-persembahan-hari-kebangsaan-2025-bermula-21-hingga-25-ogos-2025
Waspada Taktik Penipuan Yang Menjana Video AI Dengan Menggunakan Wajah Dan Suara KDYMM SPB Raja Permaisuri Agong Raja Zarith Sofiah,20/8/2025,Menurut Pejabat Media dan Komunikasi Keluarga Diraja Johor (Royal Press Office): Royal Press Office mengesan terdapat sebuah akaun video palsu TikTok yang dihasilkan menggunakan teknologi Kecerdasan Buatan (AI) memaparkan suara KDYMM SPB Raja Permaisuri Agong Raja Zarith Sofiah.,Real,https://sebenarnya.my/waspada-taktik-penipuan-yang-menjana-video-ai-dengan-menggunakan-wajah-dan-suara-kdymm-spb-raja-permaisuri-agong-raja-zarith-sofiah
Makluman: Penutupan Jalan Utama Bermula 26 hingga 31 Ogos 2025 Sempena Sambutan Hari Kebangsaan,20/8/2025,Menurut kenyataan media Ketua Polis Kuala Lumpur: Sambutan Hari Kebangsaan Ke-68 akan diadakan pada 31 Ogos 2025 di Dataran Putrajaya dengan tema “Malaysia Madani Rakyat Disantuni”. Pihak Polis Diraja Malaysia (PDRM) telah membuat persiapan rapi bagi memastikan keselamatan awam terjamin dan mengurangkan kesesakan lalu lintas sepanjang sambutan berlangsung.,Real,https://sebenarnya.my/makluman-penutupan-jalan-utama-bermula-26-hingga-31-ogos-2025-sempena-sambutan-hari-kebangsaan
Waspada Akaun TikTok Palsu Yang Menyalahgunakan Nama Dan Logo JIM,18/8/2025,Menurut Jabatan Imigresen Malaysia (JIM): JIM ingin memaklumkan bahawa terdapat akaun TikTok yang menggunakan nama serta logo rasmi jabatan secara tidak sah.,Fake,https://sebenarnya.my/waspada-akaun-tiktok-palsu-yang-menyalahgunakan-nama-logo-jim
Waspada Akaun TikTok Palsu Yang Menyalahgunakan Nama dan Gambar Ketua Pengarah JPJ Untuk Mempromosikan Pemilikan Lesen Memandu Percuma Tanpa Ujian,18/8/2025,Menurut Jabatan Pengangkutan Jalan (JPJ) Malaysia: JPJ Malaysia telah menerima aduan berhubung iklan palsu lesen memandu percuma dan tanpa latihan menerusi laman sosial TikTok.,Fake,https://sebenarnya.my/waspada-akaun-tiktok-palsu-yang-menyalahgunakan-nama-dan-gambar-ketua-pengarah-jpj-untuk-mempromosikan-pemilikan-lesen-memandu-percuma-tanpa-ujian
Penjelasan berkenaan Proses Penjenamaan Baharu Lembaga TH,16/8/2025,Menurut Lembaga Tabung Haji (TH): TH ingin memaklumkan bahawa spekulasi jumlah perbelanjaan sebanyak RM20 juta bagi proses penjenamaan baharu “rebranding” adalah tidak benar. Isu ini telah dibangkitkan di dalam Parlimen dan penjelasan akan diberikan oleh Menteri di Jabatan Perdana Menteri (Hal Ehwal Agama) pada 18 Ogos 2025.,Real,https://sebenarnya.my/penjelasan-berkenaan-proses-penjenamaan-baharu-lembaga-th
Dakwaan Video ‘Standoff’ Antara Tentera Laut Filipina dan Malaysia Adalah Tidak Benar,14/8/2025,SEBENARNYA: Menurut kenyataan media Tentera Laut Diraja Malaysia (TLDM): TLDM ingin menegaskan bahawa dakwaan yang tular melalui sebuah video berdurasi 12:51 minit yang tersebar di YouTube mengenai ketegangan antara Tentera Laut Filipina dan Malaysia adalah tidak benar sama sekali. Tiada insiden seperti yang digambarkan dalam video tersebut.,Fake,https://sebenarnya.my/dakwaan-video-standoff-antara-tentera-laut-filipina-dan-malaysia-adalah-tidak-benar
"Makluman: Larangan Penggunaan Dron di Kawasan IOI Resort City, Putrajaya pada pada 17 Ogos 2025 dari Jam 1.45 sehingga 2.45 Petang",14/8/2025,"Menurut Agensi Penguatkuasaan Maritim Malaysia (APMM): Bagi memastikan keselamatan dan kelancaran acara, sebarang penggunaan dron adalah dilarang sama sekali seperti butiran berikut:
Tarikh: 17 Ogos 2025 (AHAD)
Masa: 1.45 sehingga 2.45 petang
Lokasi: IOI Resort City, Putrajaya",Real,https://sebenarnya.my/makluman-larangan-penggunaan-dron-di-kawasan-ioi-resort-city-putrajaya-pada-17-ogos-2025-dari-jam-1-45-sehingga-2-45-petang
Penjelasan Berhubung Insiden Seorang Wanita Mencederakan Orang Awam Dengan Senjata,14/8/2025,"Menurut kenyataan media Polis Daerah Kajang: Pada 13/08/2025 jam lebih kurang 1158 hrs, Polis Daerah Kajang mengesahkan telah menerima panggilan kecemasan di pusat kawalan daerah daripada orang awam memaklumkan terdapat (1) seorang wanita telah memandu motokar dengan cuai dan melanggar (3) buah motosikal di kawasan lampu isyarat persimpangan jalan berhampiran sebuah pusat membeli belah di Bandar Kajang.",Real,https://sebenarnya.my/penjelasan-berhubung-insiden-seorang-wanita-mencederakan-orang-awam-dengan-senjata
Waspada Taktik Penipuan yang Menyamar sebagai Gabenor BNM dan Meminta Pemindahan Wang,12/8/2025,Menurut Bank Negara Malaysia (BNM): Jangan mudah terpedaya dengan pihak yang menyamar sebagai Gabenor BNM melalui perbualan WhatsApp palsu.,Real,https://sebenarnya.my/waspada-taktik-penipuan-yang-menyamar-sebagai-gabenor-bnm-dan-meminta-pemindahan-wang
"Waspada Taktik Penipuan Yang Menyalahgunakan Nama Dan Logo MARA Serta Nama Program Pinjaman Pelajaran MARA Bagi Tujuan Iklan, Hebahan Dan Promosi",11/8/2025,"Menurut kenyataan Majlis Amanah Rakyat (MARA): Berikutan tersebarnya iklan,hebahan dan informasi yang mempromosikan program pinjaman pelajaran MARA seperti Tertiary Education Sponsorship Programme (TESP) dan Professional Development Programme (Pro-P) yang dimuat naik di pelbagai platform media sosial sama ada oleh Institusi Pendidikan Tinggi (IPT), individu dan mana-mana pihak, MARA ingin menegaskan bahawa MARA TIDAK ADA KAITAN DAN TIDAK PERNAH MENGELUARKAN SEBARANG KELULUSAN KEPADA MANA-MANA PIHAK untuk membuat hebahan atau mempromosi program pinjaman pelajaran MARA bagi sebarang tujuan.",Real,https://sebenarnya.my/waspada-taktik-penipuan-yang-menyalahgunakan-nama-dan-logo-mara-serta-nama-program-pinjaman-pelajaran-mara-bagi-tujuan-iklan-hebahan-dan-promosi
Makluman: Pembayaran STR Fasa 3 Mulai 12 Ogos 2025,11/8/2025,"Menurut kenyataan media Kementerian Kewangan (MOF): Sebagai langkah meringankan beban kos sara hidup isi rumah berpendapatan rendah, Kerajaan akan menyalurkan pembayaran Sumbangan Tunai Rahmah (STR) Fasa 3 mulai 12 Ogos 2025. Dengan peruntukan sebanyak RM2 bilion, 8.6 juta rakyat akan menerima bayaran sehingga RM650 bagi fasa ini.",Real,https://sebenarnya.my/makluman-pembayaran-str-fasa-3-mulai-12-ogos-2025
Dakwaan Bayaran Tol Akan Dikenakan Kepada Penunggang Motosikal Mulai Oktober 2025 Tidak Benar,10/8/2025,"SEBENARNYA: Menurut kenyataan media  Lembaga Lebuhraya Malaysia (LLM):

LLM menafikan dan amat kesal dengan pihak yang bertanggungjawab dalam penyebaran kandungan mengelirukan bertajuk “Penunggang Motosikal Boleh Merasai Pengalaman Membayar Tol Mulai Oktober 2025 Ini” yang dimuat naik di platform media sosial (Facebook, Instagram, Tik Tok) pada Sabtu, 9 Ogos 2025.",Fake,https://sebenarnya.my/dakwaan-bayaran-tol-akan-dikenakan-kepada-penunggang-motosikal-mulai-oktober-2025-adalah-tidak-benar
Waspada Notis Palsu Berkaitan Siasatan Penyebaran Pornografi Kanak-Kanak Yang Menyalahgunakan Nama Dan Logo SPRM,7/8/2025,Menurut kenyataan media Suruhanjaya Pencegahan Rasuah Malaysia (SPRM): SPRM ingin menegaskan bahawa satu dokumen yang kini tular di platform aplikasi pemesejan dan emel peribadi yang kononnya dikeluarkan oleh SPRM berhubung siasatan penyebaran pornografi kanak-kanak adalah palsu dan tidak pernah dikeluarkan oleh pihak SPRM.,Fake,https://sebenarnya.my/waspada-notis-palsu-berkaitan-siasatan-penyebaran-pornografi-kanak-kanak-yang-menyalahgunakan-nama-dan-logo-sprm
Makluman: Harga Runcit Produk Petroleum Bagi Tempoh 7 Ogos Hingga 13 Ogos 2025,6/8/2025,"Menurut kenyataan Media Kementerian Kewangan (MOF): Seiring dengan peningkatan harga pasaran minyak dunia, Kerajaan menetapkan harga runcit diesel di Semenanjung Malaysia pada RM2.94 seliter. Harga runcit diesel di Semenanjung Malaysia masih kekal rendah berbanding harga diapungkan pada 10 Jun 2024 iaitu sebanyak RM3.35 seliter.",Real,https://sebenarnya.my/makluman-harga-runcit-produk-petroleum-bagi-tempoh-7-ogos-hingga-13-ogos-2025
Waspada Penularan Video Palsu (Deepfake) Melibatkan Ketua Pengarah AKPS,6/8/2025,"Menurut kenyataan media Agensi Kawalan dan Perlindungan Sempadan Malaysia (AKPS): Merujuk kepada sebuah video tular di platform media sosial TikTok yang dimuat naik oleh satu akaun TikTok yang melibatkan YDH CP Dato’ Sri Mohd Shuhaily Mohd Zain, Ketua Pengarah AKPS, video tersebut adalah palsu dan dihasilkan melalui teknologi kecerdasan buatan (AI) atau deepfake.",Fake,https://sebenarnya.my/waspada-penularan-video-palsu-deepfake-melibatkan-ketua-pengarah-akps
Makluman: Penambahbaikan Bantuan Warga Emas,6/8/2025,"Menurut Kementerian Kewangan (MOF): Penambahbaikan kadar bantuan kebajikan terus diberi keutamaan. Bantuan warga emas dinaikkan kepada RM600 sebulan.

Bantuan untuk kanak-kanak miskin bawah enam tahun meningkat kepada RM250 seorang.",Real,https://sebenarnya.my/makluman-penambahbaikan-bantuan-warga-emas
Waspada Iklan Palsu yang Menyalahgunakan Gambar Menteri Pengangkutan dengan Menawarkan ‘Lesen Kopi-O’,5/8/2025,"Menurut Jabatan Pengangkutan Jalan (JPJ) Malaysia: JPJ telah menerima aduan berhubung iklan palsu lesen memandu tanpa latihan dan ujian atau digelar Lesen Kopi-O, di media sosial.",Fake,https://sebenarnya.my/waspada-iklan-palsu-yang-menyalahgunakan-gambar-menteri-pengangkutan-dengan-menawarkan-lesen-kopi-o
Waspada Taktik Sindiket Penipuan Berkaitan Penyaluran Bantuan RM100 di Bawah Program SARA,4/8/2025,Menurut Pengarah Jabatan Siasatan Jenayah Komersial (JSJK): Orang ramai diminta berhati-hati dengan sindiket penipuan yang mengambil kesempatan terhadap bantuan RM100 yang disalurkan di bawah Program Sumbangan Asas Rahmah (SARA) seperti diumumkan oleh Perdana Menteri Datuk Seri Anwar Ibrahim.,Real,https://sebenarnya.my/waspada-taktik-sindiket-penipuan-berkaitan-penyaluran-bantuan-rm100-di-bawah-program-sara
